gene,importance
feature_469,0.013993336553236476
feature_286,0.013040434230645841
feature_456,0.01054081284477899
feature_205,0.010385278165349324
feature_451,0.0094065474404372
feature_117,0.0074404750600450195
feature_176,0.007429462345845638
feature_145,0.00722239724624912
feature_411,0.0069269739807191
feature_90,0.006896161718876527
feature_84,0.00681940059642745
feature_98,0.006691504998069662
feature_401,0.006545853798766303
feature_417,0.006403614503042358
feature_389,0.006113847581085485
feature_313,0.006083365154515097
feature_76,0.005677279658859927
feature_336,0.005542837455668902
feature_299,0.005532784182962008
feature_468,0.00534705588831104
feature_259,0.005337091489185411
feature_56,0.0053281904480063
feature_204,0.005156874921154868
feature_419,0.005014085787728422
feature_35,0.005011914740580014
feature_129,0.005005487099776246
feature_330,0.00482019661746988
feature_319,0.004775527687167283
feature_432,0.004748113323041064
feature_400,0.004620085924980641
feature_467,0.0044779701956301635
feature_0,0.004474040991203954
feature_26,0.004466469744850563
feature_208,0.004376918889483042
feature_50,0.004309241445051463
feature_107,0.0042991730931328034
feature_448,0.004259252736731059
feature_458,0.004249362715552285
feature_96,0.004243121673308777
feature_353,0.004214647729717203
feature_109,0.004206497628036923
feature_392,0.004198059796474076
feature_457,0.004184915324732791
feature_92,0.004178696341208852
feature_349,0.004118061976428055
feature_139,0.0041117157246580265
feature_295,0.004055549046834357
feature_421,0.004009643797569777
feature_431,0.004004117311510211
feature_79,0.0039801233414046115
feature_388,0.0039477037342701
feature_466,0.00393860146038576
feature_9,0.0038163170254383125
feature_224,0.0038062672060063855
feature_137,0.003771887814634481
feature_271,0.003741801479134724
feature_294,0.003738085515513024
feature_99,0.00361785828551442
feature_471,0.0035331772929451926
feature_46,0.0034816358326750924
feature_355,0.0034644319915940213
feature_188,0.00346206410543989
feature_423,0.00345151500704555
feature_239,0.0034275040610835306
feature_314,0.0034101383998747107
feature_134,0.0032668294966837477
feature_167,0.0032606915536895526
feature_60,0.0032531155313360073
feature_112,0.0032148550551571514
feature_255,0.0032084914526158905
feature_264,0.0032060684020392698
feature_302,0.003193998009607236
feature_494,0.0031817196266026217
feature_470,0.0031477578462670384
feature_429,0.0030893995318953434
feature_17,0.003089131633012603
feature_384,0.0030633338396828624
feature_433,0.0030259524817210486
feature_216,0.002979681643683243
feature_344,0.0029734303089857562
feature_199,0.002964316724633934
feature_185,0.002952002692302658
feature_20,0.0029465271061169807
feature_232,0.0029455850126930616
feature_195,0.0029451308221092407
feature_326,0.0029266005439109555
feature_377,0.002904122995454177
feature_492,0.002894946504181535
feature_183,0.0028483686828529235
feature_179,0.0028420590208069006
feature_70,0.0028357456492624175
feature_263,0.0027893841785324226
feature_225,0.0027669273445515975
feature_54,0.002763041625285167
feature_119,0.0027372957587481882
feature_323,0.0027172196600789276
feature_375,0.0027123734400023593
feature_177,0.0027053914471369916
feature_149,0.0026784816425311922
feature_198,0.0026752017914508123
feature_359,0.002674569853778287
feature_82,0.0026641822786128903
feature_380,0.0026264103170556843
feature_478,0.0026235529097906325
feature_151,0.002606382741837955
feature_211,0.0025960992284410635
feature_480,0.0025588644716985098
feature_154,0.0025483104414901303
feature_325,0.0025460037288064204
feature_62,0.0025254123412452147
feature_327,0.0025149755236828046
feature_43,0.002513167187736293
feature_367,0.0025115531267976793
feature_39,0.0025032454253155526
feature_340,0.002497798309443518
feature_42,0.0024829387663964685
feature_53,0.0024617453028226433
feature_348,0.002447543796942198
feature_258,0.0024358172072349543
feature_4,0.0024268734969292247
feature_364,0.0024162548023709983
feature_93,0.0024135943340769777
feature_393,0.002410337376523269
feature_88,0.0024083044591708858
feature_246,0.002399212155326267
feature_249,0.002397544551186105
feature_473,0.0023729863580412816
feature_172,0.0023674770066851834
feature_484,0.0023659455461726444
feature_483,0.002353332827874284
feature_477,0.0023531115194391156
feature_23,0.0023521614943767116
feature_438,0.002347102221051552
feature_97,0.002338226558673722
feature_278,0.0023341701984688043
feature_245,0.0023337709479922587
feature_455,0.0023195162615409722
feature_131,0.002318868484155236
feature_25,0.0023180270097143247
feature_310,0.0023099581291654305
feature_493,0.0023004186346936937
feature_425,0.002297372017931451
feature_497,0.0022969124161204006
feature_8,0.002295958190657786
feature_242,0.0022850526613913584
feature_465,0.002277280748861789
feature_464,0.0022634669329221163
feature_262,0.002261277282356132
feature_288,0.0022598209079325755
feature_499,0.0022536581336992014
feature_169,0.0022463425865042216
feature_61,0.0022397625975626593
feature_414,0.002229362443161845
feature_132,0.0022248843692360956
feature_222,0.002217684905951866
feature_402,0.0022099727292328422
feature_303,0.0022030612191191613
feature_221,0.0021863128934315906
feature_12,0.0021819931714443597
feature_306,0.0021672335746871787
feature_247,0.002160961372383659
feature_1,0.0021504387314065323
feature_181,0.002148523078024163
feature_254,0.0021452243377320847
feature_343,0.0021372625722748937
feature_171,0.002134740360564018
feature_75,0.0021310787854343493
feature_260,0.0021143700072491093
feature_382,0.002102932553996152
feature_276,0.002102039602027522
feature_241,0.002091255026985967
feature_36,0.002090505272046945
feature_89,0.002081727658102502
feature_321,0.0020790588116672204
feature_193,0.002074561019335635
feature_18,0.0020735748001904516
feature_189,0.002071662545897409
feature_28,0.002064130597130322
feature_374,0.002053609606043241
feature_352,0.002038628767590321
feature_266,0.002036429393956198
feature_363,0.0020259886597617763
feature_335,0.0020242753216180576
feature_460,0.00202331697011495
feature_368,0.0020090225432877846
feature_372,0.0020088144261400445
feature_366,0.0019882432113789397
feature_398,0.0019873011766523454
feature_309,0.001983013880046359
feature_253,0.0019785387962103365
feature_101,0.0019719149904411874
feature_482,0.001968546206290234
feature_424,0.001966880921229998
feature_496,0.0019574099621451875
feature_127,0.0019516014333674885
feature_390,0.0019506663308907143
feature_126,0.0019385836074159173
feature_406,0.0019354579105606373
feature_123,0.0019204785859768003
feature_416,0.0019189774981919693
feature_219,0.0019182631602915209
feature_435,0.0019021609467584628
feature_55,0.0018959305543914207
feature_290,0.00189573462799664
feature_280,0.0018851503535144165
feature_233,0.0018755284891144718
feature_223,0.0018728649693751094
feature_74,0.0018701058641022827
feature_354,0.0018681663748455527
feature_277,0.0018581496514044548
feature_422,0.0018534943895267186
feature_190,0.0018444351874897546
feature_337,0.0018426561129361312
feature_10,0.0018392254729768923
feature_386,0.0018349519215399982
feature_439,0.0018304612840295642
feature_182,0.0018209035317119555
feature_44,0.0018175643415926756
feature_269,0.001810073231199149
feature_194,0.001806076535262167
feature_324,0.001797715437395504
feature_379,0.00178997940283562
feature_250,0.0017851148958379442
feature_63,0.0017803801175277603
feature_91,0.001771788870868889
feature_268,0.0017688887152707282
feature_358,0.0017638582236163024
feature_48,0.0017598127745230689
feature_40,0.001749484560890402
feature_378,0.001748680701072044
feature_394,0.0017452471163176835
feature_116,0.0017447038309203492
feature_404,0.0017439073362862708
feature_165,0.0017360199697220586
feature_163,0.0017290770177248076
feature_256,0.001727993181024435
feature_397,0.0017200524693891188
feature_159,0.0017173884465725231
feature_289,0.0017153724797103974
feature_80,0.0017148432323424237
feature_65,0.0017026865732597735
feature_31,0.0016996830997731839
feature_362,0.001681357534177376
feature_396,0.0016784576496295608
feature_395,0.001677733594277524
feature_430,0.00167473275386634
feature_215,0.001668925883363941
feature_293,0.0016662544815505248
feature_287,0.001663308195113485
feature_106,0.0016584945449943486
feature_153,0.001643914772218373
feature_351,0.0016347378076121408
feature_371,0.0016309523554000503
feature_142,0.0016291341642203588
feature_252,0.0016209920776767625
feature_450,0.0016166951395064336
feature_275,0.0016116080772294616
feature_138,0.0016071931788330751
feature_413,0.0016063984251067232
feature_162,0.0016024619968748929
feature_489,0.0015948245991081814
feature_267,0.001594356111836358
feature_292,0.0015908239098253098
feature_373,0.0015907034793293771
feature_213,0.0015830261743955633
feature_141,0.0015817836004231244
feature_230,0.0015813102718195506
feature_331,0.0015783158917528108
feature_284,0.0015771556566728639
feature_285,0.0015717362813237976
feature_329,0.0015644465784002562
feature_58,0.0015484779224061698
feature_462,0.001544279287290913
feature_158,0.0015430167647879477
feature_180,0.0015372459869536404
feature_446,0.0015334183405421608
feature_472,0.0015184470355443438
feature_6,0.0015156407936548428
feature_443,0.0015131739925632669
feature_403,0.0015123917837580872
feature_104,0.0015120051150208035
feature_461,0.0015102477949111256
feature_72,0.0014920379302746523
feature_21,0.001477318233395554
feature_100,0.0014736481463951312
feature_64,0.0014710552942649533
feature_322,0.0014655074834468399
feature_105,0.001451870557830833
feature_143,0.001451065258361526
feature_311,0.0014504725357259761
feature_16,0.0014438231651905883
feature_103,0.0014418631224808616
feature_304,0.0014316412831126626
feature_66,0.0014246552816789134
feature_291,0.0014162116275440932
feature_32,0.0014114378196443628
feature_144,0.0014108773922495604
feature_279,0.0013997792771486394
feature_164,0.0013956635873780372
feature_102,0.0013943760044378565
feature_491,0.0013924013730055812
feature_83,0.0013719872474614143
feature_488,0.0013711100403087863
feature_463,0.001360683787965786
feature_27,0.0013598614637442903
feature_87,0.0013388525925565992
feature_300,0.0013387976074404637
feature_52,0.0013219537088626726
feature_498,0.001321861464528165
feature_346,0.001317743951189417
feature_209,0.0013153569037903546
feature_369,0.001315126830445264
feature_485,0.001307948711882075
feature_308,0.00129770546318257
feature_281,0.00129762338992919
feature_41,0.0012946974228697698
feature_29,0.00129432178593777
feature_124,0.0012688239616510859
feature_7,0.001258067021385881
feature_318,0.0012405447883015509
feature_338,0.0012349880801706974
feature_447,0.0012332416417110243
feature_476,0.001232542946854388
feature_11,0.0012317596083702286
feature_133,0.0012260740382321793
feature_257,0.0012248311451289614
feature_210,0.0012234266440463843
feature_320,0.0012210051140332965
feature_155,0.0012183187552021475
feature_236,0.0012157944424045178
feature_412,0.0012138823771146716
feature_192,0.0012132066510118478
feature_243,0.001209832397021183
feature_452,0.0012057712136947453
feature_148,0.0012045796407088992
feature_77,0.0012038011534395532
feature_37,0.0012001343680116455
feature_360,0.0011989273539708583
feature_376,0.0011858964828983685
feature_407,0.001183592936762826
feature_81,0.0011786175030043102
feature_24,0.0011761393117960986
feature_440,0.001175712754066258
feature_436,0.0011673570403052944
feature_108,0.0011664109524895123
feature_486,0.0011655702624605352
feature_356,0.0011549052030772745
feature_474,0.001151037258119528
feature_453,0.001148412885819685
feature_19,0.001146511536911467
feature_444,0.001144179895346254
feature_38,0.0011291121975427608
feature_207,0.0011248646246640947
feature_251,0.0011151103821954666
feature_441,0.0011060335863540408
feature_57,0.0011022758437347294
feature_201,0.0011011919113540366
feature_152,0.001090374636667357
feature_282,0.001076384250194136
feature_170,0.0010760216582943705
feature_449,0.0010723774854372575
feature_334,0.0010691072214049568
feature_317,0.0010655689016403366
feature_5,0.001044573681120376
feature_426,0.0010427721854753685
feature_34,0.001039576526651727
feature_161,0.0010319844384362195
feature_437,0.001028833764454585
feature_409,0.0010179170105821882
feature_212,0.0010157850567667456
feature_30,0.001015329800126733
feature_122,0.0010144432140979343
feature_445,0.001008576489665629
feature_78,0.001000495165602467
feature_283,0.0009980810303011334
feature_495,0.0009924558490622432
feature_2,0.0009912234535176905
feature_274,0.0009723236265818357
feature_341,0.0009722252310783195
feature_187,0.0009713503540058192
feature_13,0.0009612693308225334
feature_270,0.0009501415465438961
feature_33,0.0009421611202241378
feature_226,0.000938177189387242
feature_298,0.0009330013100452095
feature_350,0.0009287681149692765
feature_217,0.0009209766791164897
feature_479,0.0009159009141401482
feature_120,0.0009144828294407616
feature_160,0.0008868739432855834
feature_228,0.0008796550670851149
feature_248,0.0008737371721651937
feature_110,0.0008732976198838896
feature_428,0.0008714599773065617
feature_265,0.0008678494198784448
feature_229,0.0008642631411713925
feature_184,0.0008521442899702153
feature_140,0.0008483982183930612
feature_391,0.0008480357230690385
feature_157,0.000844356050050948
feature_227,0.0008389200464101759
feature_86,0.000838577831123232
feature_490,0.0008372061866462765
feature_197,0.0008341988605415262
feature_420,0.0008340260129269759
feature_365,0.0008257790878125232
feature_333,0.0008217001522006228
feature_202,0.0008197380092354336
feature_191,0.0008079044124994398
feature_3,0.0008070798096983598
feature_150,0.0008031805950378235
feature_69,0.0007996439017129264
feature_156,0.0007889237328844886
feature_370,0.0007800048705393201
feature_135,0.0007673987753896278
feature_301,0.0007660237141656284
feature_214,0.0007466429685091324
feature_146,0.0007439940963161284
feature_328,0.0007410327205205867
feature_51,0.0007365819667474279
feature_196,0.0007349733314472758
feature_186,0.0007347929070778801
feature_399,0.0007328607994583456
feature_174,0.0007191951923840726
feature_434,0.0007143299106390596
feature_408,0.0007123181924323641
feature_347,0.0006862615025668653
feature_475,0.0006830106681936704
feature_59,0.0006773948816665776
feature_73,0.0006744594576774265
feature_272,0.0006611394142505978
feature_387,0.0006492425903759857
feature_454,0.00064063381515342
feature_296,0.0006394797048343052
feature_297,0.0006388993929652744
feature_125,0.0006293543128325318
feature_130,0.0006108502501293682
feature_45,0.0006105387834353127
feature_234,0.0006025936900877666
feature_206,0.0006019707875761151
feature_168,0.0005958351092541296
feature_410,0.0005928621943361495
feature_307,0.000590845403349154
feature_405,0.0005579445350489178
feature_240,0.0005508595073936733
feature_95,0.0005360007790069221
feature_312,0.0005358441936830913
feature_459,0.0005277303447616812
feature_15,0.0005270914929964827
feature_203,0.0005266847672147758
feature_305,0.0005257863186562056
feature_381,0.000521081203067801
feature_147,0.0005150279833829969
feature_94,0.0005105002006825873
feature_235,0.00048570033894084993
feature_121,0.0004842595531530547
feature_220,0.00048307373328567945
feature_345,0.0004823114322453316
feature_178,0.0004812419192821966
feature_442,0.00047894943850106814
feature_261,0.0004730416548455249
feature_415,0.0004644691593719268
feature_315,0.0004600876613640737
feature_14,0.00045327273833986956
feature_316,0.0004523695017250472
feature_47,0.00043848475972901277
feature_67,0.0004366815481918967
feature_200,0.0004295394548322717
feature_113,0.00042471547594279097
feature_481,0.00041600974880685084
feature_115,0.0003937398664636281
feature_342,0.00038889222102161594
feature_385,0.0003853085725776136
feature_175,0.0003806956795209467
feature_166,0.0003697273031009583
feature_244,0.00035947310009619416
feature_22,0.00034590397816604756
feature_173,0.00033378930093931364
feature_111,0.0003271538370853749
feature_487,0.0003240603628480155
feature_238,0.00032249924140507043
feature_339,0.00031698360698365237
feature_231,0.00031261779731751155
feature_237,0.0003026973322878338
feature_332,0.0002956864149959739
feature_114,0.0002800679350541007
feature_418,0.00027480549859565146
feature_361,0.0002704472550433836
feature_383,0.00026538534583566293
feature_68,0.0002514103820205108
feature_118,0.00023736156403741414
feature_273,0.0002352396468453636
feature_136,0.00020891856459153354
feature_71,0.00019168761498257396
feature_85,0.00016100521791574167
feature_427,0.00015734430732170513
feature_218,0.00011096510299665914
feature_49,9.702321014894935e-20
feature_357,0.0
feature_128,0.0
