gene,mean_importance,std_importance,rank
feature_58,0.0019263726208070282,0.0015691954858854688,204
feature_344,0.0019218581607559667,0.0008192241686720893,205
feature_320,0.001920906361746677,0.0007056298435285855,206
feature_440,0.001913104466818763,0.001503796299897664,207
feature_92,0.0019083092516608174,0.0016075507413702878,208
feature_291,0.0019070533364583901,0.00041794318053955525,209
feature_300,0.0019003030658259461,0.0009011981561090239,210
feature_488,0.0018981964475725816,0.0016098828447290896,211
feature_261,0.0018971501019245127,0.0014086452639499056,212
feature_294,0.0018906839520594083,0.0013686264417480478,213
feature_109,0.0018853554289261628,0.001711733332558585,214
feature_283,0.00187926102223119,0.0007430147997850124,215
feature_398,0.0018747929699536262,0.0005551914974573603,216
feature_137,0.0018718784132188224,0.0013786142788659685,217
feature_393,0.0018688148378087053,0.0003878350879519507,218
feature_439,0.0018675758198516133,2.630477270475039e-05,219
feature_455,0.0018658236596782903,0.0005365862602665795,220
feature_457,0.0018625505499380328,0.0016564756406720234,221
feature_471,0.0018551727558843798,0.0012790390470627344,222
feature_251,0.0018547034969591699,0.0006194737858448445,223
feature_333,0.0018500741267126932,0.0016041358778905418,224
feature_360,0.0018470245867075092,0.000803889177271892,225
feature_168,0.001841839034812166,0.0010597154878592377,226
feature_36,0.0018378595196816942,0.00022349124237457,227
feature_144,0.0018348931040166204,0.0003556416844219597,228
feature_467,0.0018344220362920887,0.0018698352637606746,229
feature_388,0.0018321635538120936,0.0015104673515614344,230
feature_201,0.0018211596681949847,0.0009264066490584018,231
feature_323,0.0018153712263554017,0.0009465967476417572,232
feature_434,0.0018134962837472806,0.0012789887176084787,233
feature_218,0.0018112360149660466,0.0015065746839864865,234
feature_258,0.0018105869462346847,0.000729005043016038,235
feature_114,0.0018039864527325978,0.0016499143790177201,236
feature_422,0.0018037415491465355,0.0012926057274753582,237
feature_246,0.0017998752552653493,0.0012961543113647251,238
feature_317,0.0017924895094178599,0.0013529850108730966,239
feature_497,0.001790411179930249,0.0009658997323543727,240
feature_55,0.0017901982963495439,0.0002840446607518578,241
feature_97,0.0017863214427446307,0.00039068577358714485,242
feature_277,0.0017750700325435086,0.00021901442100430869,243
feature_202,0.0017723699555268607,0.001181477815663498,244
feature_295,0.0017678814369648324,0.0016613157543783142,245
feature_106,0.0017651949798059322,0.0011201162764282848,246
feature_462,0.0017540844978835438,0.0004070886307865329,247
feature_430,0.0017525439060931559,8.27891661225702e-05,248
feature_413,0.0017456244490284076,0.0005634928405294434,249
feature_130,0.0017288144219613376,0.0012386079841817986,250
feature_255,0.0017158411254701465,0.0010580383471423416,251
feature_441,0.0017140720369372192,0.0010537741335359288,252
feature_293,0.0017109232752853148,6.131237579150125e-05,253
feature_311,0.0017043356841610249,0.00019462487601432302,254
feature_253,0.001697507930106417,0.0005001882335878361,255
feature_449,0.0016969128175232055,0.0015270677106948092,256
feature_179,0.0016942829216246601,0.0008924322712592819,257
feature_288,0.001688120689472292,0.00048389024470571257,258
feature_383,0.001678549470319871,0.0019242452889299143,259
feature_9,0.0016780686442902381,0.0015498075878978594,260
feature_248,0.0016737110401378675,0.0016747064306752975,261
feature_478,0.0016732778496186568,0.0008151594726521643,262
feature_473,0.001672382677601339,0.0006181234660855049,263
feature_443,0.0016606314316571762,0.0008219777278418936,264
feature_483,0.001653449018329647,0.0005930038964745312,265
feature_77,0.0016497789951002925,0.00035662111586721827,266
feature_349,0.0016344577362163344,0.0017851976453344175,267
feature_370,0.0016280254240199617,0.0006023799225371058,268
feature_88,0.0016171290090252796,0.0007610981542545785,269
feature_414,0.0016137741291312312,0.0006426657223590458,270
feature_308,0.0016057037028828771,0.0008872088275061474,271
feature_272,0.0016046564137398725,0.000703336373940906,272
feature_38,0.0016005070836006144,0.00045419658184271444,273
feature_86,0.0015979411510149979,0.0013730150554612005,274
feature_390,0.0015963474726258195,0.0005104892745974952,275
feature_447,0.0015958171712730335,0.0009031311771111954,276
feature_20,0.0015937809216456267,0.0009895116264981613,277
feature_180,0.00158567712962123,0.0008541657280350719,278
feature_446,0.0015810301910183487,0.0008493442660006623,279
feature_347,0.0015766371296856406,0.0009397179717217709,280
feature_247,0.0015717373019519072,0.0005382546181832696,281
feature_105,0.0015698043759954218,0.00041149179014782927,282
feature_57,0.001567472202179613,0.0005622221631366666,283
feature_309,0.001565331911906705,0.0007022371761768672,284
feature_465,0.001557510497814784,0.0007527489660236629,285
feature_366,0.0015516578587644742,0.00030882481977454986,286
feature_215,0.001543344955045922,0.0002236562632030736,287
feature_352,0.0015417025499843192,0.0008304237095528504,288
feature_171,0.0015392153910790691,0.0009510743990437599,289
feature_409,0.0015317083722799095,0.0009153895702949561,290
feature_331,0.001522102924849282,0.00021661599180791108,291
feature_257,0.001521103578306078,0.0008397043551015024,292
feature_212,0.0015179194264813784,0.0013117969353215765,293
