gene,importance
feature_225,0.018287240735696056
feature_351,0.01748211897829499
feature_395,0.011798763926624132
feature_452,0.010999168579053531
feature_496,0.010447417483375177
feature_267,0.010243811174224123
feature_363,0.009975557275333512
feature_66,0.009424508690035997
feature_469,0.009408063889298077
feature_345,0.008578177270225076
feature_282,0.008098784995945013
feature_7,0.008028415108726383
feature_115,0.007231536347167906
feature_239,0.007109130833616482
feature_165,0.006783361851213716
feature_39,0.006718073358539661
feature_459,0.006544333796666529
feature_176,0.006483204208208456
feature_200,0.006477040894101453
feature_421,0.006452944830311918
feature_188,0.0064296674273143515
feature_75,0.006260308802615918
feature_362,0.006255727106405869
feature_84,0.005971999194908628
feature_230,0.005894896552065798
feature_102,0.005839292384690189
feature_410,0.005825484442035375
feature_378,0.0054400367202893365
feature_423,0.005331979171528535
feature_489,0.005240018033716408
feature_0,0.005233703658619306
feature_316,0.005171413084351892
feature_227,0.005035345968460892
feature_101,0.00501446112524958
feature_100,0.004991929101615345
feature_284,0.0049763386154565775
feature_231,0.004969883195712613
feature_406,0.004733541940261708
feature_369,0.004699278602581726
feature_49,0.004645625940180706
feature_493,0.004497676554325086
feature_426,0.0044269655068837985
feature_207,0.004419428303790518
feature_43,0.00440413819233818
feature_383,0.004399158658969795
feature_350,0.0042850270000255545
feature_112,0.004236820386486078
feature_298,0.0042290956051354855
feature_357,0.004131953056944535
feature_250,0.00410950097043937
feature_117,0.004088411397918807
feature_488,0.004079868713621252
feature_380,0.004012474930041439
feature_440,0.004009311557268995
feature_58,0.004009114680918698
feature_453,0.00398962749188021
feature_319,0.003959874961201418
feature_305,0.003956469778777079
feature_95,0.0039019081064523386
feature_359,0.003890902777452103
feature_243,0.003885908236475372
feature_486,0.0038012815156512913
feature_449,0.0037995353097953965
feature_89,0.003774615785255196
feature_219,0.0037720254025187016
feature_139,0.0037438259753808634
feature_249,0.0037419734595311406
feature_123,0.003707898538637892
feature_241,0.003681637189142591
feature_276,0.003617914709837559
feature_494,0.003568719634764807
feature_237,0.003535588637696952
feature_86,0.0035252923574361295
feature_140,0.003468003239517951
feature_130,0.003455632836561009
feature_202,0.0034374685095241954
feature_379,0.0034296819311427384
feature_422,0.0033613909079593415
feature_375,0.003360597233534507
feature_273,0.00335182341749049
feature_127,0.003331756619634102
feature_212,0.00331563220918653
feature_372,0.0032981889715314634
feature_119,0.0032883903387583126
feature_299,0.0032865486154856744
feature_374,0.0032778073903445043
feature_110,0.0032545373565162255
feature_441,0.003196385291206042
feature_302,0.003192157609176295
feature_106,0.0031872862143466725
feature_191,0.0031509153469575267
feature_201,0.0031290774794195783
feature_170,0.003083023980722459
feature_131,0.0030316989593292113
feature_246,0.00300041361046978
feature_169,0.0029658985026192377
