gene,importance,rank
JUP,0.0009701475949422808,336
SLC25A3,0.0009675141972735681,337
NDUFS5,0.0009669467822869415,338
NPM1,0.0009569335335880361,339
UCP2,0.0009470971039604414,340
TFRC,0.0009359387473809659,341
LYZ,0.0009331423918352679,342
RPSA,0.0009324405955922454,343
HLA-A,0.0009220098208104297,344
TUBA1A,0.0009121321134399186,345
CPA2,0.0009108424097671181,346
PKM2,0.0009038461843941722,347
PTPRF,0.000897105632925739,348
MYCL1,0.0008908657445737251,349
RPL19,0.0008888650699077853,350
PEG10,0.0008813421969943109,351
SPP1,0.0008747814672510797,352
ITGB4,0.0008744472250971266,353
RPS3,0.0008667518500365915,354
ANXA1,0.0008616775511291032,355
PABPC4,0.0008582672346887806,356
PLD3,0.0008565710619205215,357
RPL6,0.0008530007357640307,358
COL3A1,0.0008518089453554791,359
RPS18,0.0008507632753003788,360
USF2,0.0008506357686177279,361
CLDN1,0.0008456826666183178,362
SLC2A1,0.000841928301062654,363
HMGA1,0.000838148182909727,364
RPS13,0.000832352454800944,365
ATP5A1,0.0008306635093498144,366
S100A1,0.0008235300538313232,367
PTMA,0.0008228431971542212,368
PAK1,0.0008206800900669995,369
C12orf35,0.0008153193911505709,370
RPS24,0.0008107480695451082,371
FN1,0.0008067058614371488,372
NEAT1,0.0008041641353169877,373
LAPTM4A,0.0008034140698628687,374
CD63,0.0007967851473161859,375
RPL15,0.0007939307253893161,376
RPN1,0.0007932559129071759,377
SLC40A1,0.0007880507851534196,378
TMSB10,0.0007870041607184851,379
FOSB,0.0007854121407730427,380
HLA-DQB1,0.0007853112322209479,381
TUBA1B,0.0007762457682419711,382
RPL13,0.0007751741728305466,383
EGR1,0.0007654403233748136,384
CCT2,0.0007650278882924933,385
CYC1,0.0007597002271227377,386
XIST,0.0007595652173257778,387
COL6A1,0.0007537201069706608,388
CAP1,0.0007426297577854652,389
AHNAK,0.0007403762042179061,390
RPS27A,0.0007389231437950615,391
LAMC1,0.0007269142446163416,392
UBC,0.0007197924382526807,393
AEBP1,0.000713117894164084,394
PHB2,0.000710306920483006,395
APOA1,0.000708140036790755,396
MMP2,0.0007063453009659037,397
PDIA6,0.0007050778658441226,398
NCL,0.0006974658389673706,399
GANAB,0.0006946430289359899,400
TAGLN2,0.0006733371440451025,401
ITM2C,0.0006658505311964764,402
MMP14,0.000656621025622136,403
IFITM2,0.0006564597718557631,404
PFN1,0.0006558253367502525,405
PPIB,0.000654372939015698,406
NME2,0.0006528031813799576,407
NACA,0.0006503223526957283,408
RPS20,0.0006492804968250798,409
RPL23,0.0006374010342961845,410
CRIP2,0.000632932011655659,411
FBL,0.0006286304317601863,412
GRB7,0.000623128074824884,413
DPYSL3,0.0006147072487000895,414
PUF60,0.0006131324363088225,415
HPN,0.0006130577852506798,416
B2M,0.0006071527589256786,417
RPS5,0.0006060187452981473,418
PSMD3,0.0005993801877905048,419
TIMP3,0.0005923270021642614,420
PTGS1,0.0005905914790150818,421
TPT1,0.0005867684595627291,422
APOE,0.0005825003272923689,423
RPL38,0.0005691367581519641,424
GPX3,0.0005681552290584745,425
BGN,0.0005645987448166279,426
RPL4,0.0005644267507662858,427
LAMA5,0.0005603358403679481,428
SST,0.0005597849417214001,429
C7,0.0005464435282524366,430
S100A11,0.0005406208794993513,431
CDK16,0.0005258016583405699,432
EIF3CL,0.0005225247393770505,433
BHLHE41,0.0004981903454142541,434
ANXA2,0.0004950106753064552,435
ATN1,0.0004914418803749545,436
NDUFB9,0.00048454712542305025,437
RPL11,0.0004742278977054459,438
SULF1,0.00047054406911483206,439
MX1,0.00046694506869459956,440
EEF1A1P9,0.00046360806788580306,441
TSC22D1,0.0004612020870409032,442
YWHAQ,0.0004563832487713686,443
C1R,0.00043850874585944793,444
HNRNPC,0.0004275035697705589,445
COX6B1,0.00041911749506735077,446
A2M,0.0004188642448720098,447
SPOCK2,0.0004156273755176972,448
NUCKS1,0.00041341176048270033,449
RPL5,0.0004109288140500908,450
HLA-DRB1,0.00039015355855970296,451
KRT7,0.00038801152610082817,452
HSPD1,0.0003717170286632505,453
PODXL,0.00036922758969568705,454
JUNB,0.0003566058653689676,455
SAT1,0.00035020323917934803,456
NOTUM,0.00034332982080065457,457
FTL,0.00034027150779664713,458
FOXP4,0.0003352005239960148,459
APEX1,0.0003283985713002847,460
LMNA,0.00032781615176919534,461
LAPTM4B,0.0003259994877257277,462
EEF1B2,0.0003111408721040591,463
ANPEP,0.0003077849721427658,464
HDGF,0.0003071091112621447,465
CCND1,0.0002959084058499617,466
IFI27,0.0002903535806115663,467
ACTG1,0.0002598867543617524,468
NONO,0.0002410796838607094,469
EEF1A1,0.0002374345830317102,470
H1F0,0.00023466919083369866,471
COL1A1,0.00022674263075395917,472
COL4A2,0.00020124622843791597,473
MYL6,0.0001990883848919768,474
ERBB2,0.00019803333965097105,475
TIMP1,0.00019702661558428067,476
S100A4,0.000189433270661446,477
CD59,0.00017942130443413386,478
CLDN4,0.00014315561474992177,479
GLUL,0.00014255032473610405,480
ARL6IP1,0.00013693967445579464,481
YBX1,0.00012957791868737327,482
TACSTD2,0.0001250226164692499,483
SEPP1,0.00011595155898953373,484
HSPA1A,0.00010896667973418387,485
CLU,0.00010595474601369496,486
THBS2,0.00010056018716141179,487
SPARC,9.910353151988289e-05,488
UBB,8.699419412794052e-05,489
MEST,8.318568820936512e-05,490
ACTB,5.094829993343915e-05,491
PRDX1,4.775456563037289e-05,492
JUN,4.188236128588663e-05,493
NDRG1,1.38700363314763e-19,494
RPL26,1.1425392614482976e-19,495
SLC44A2,0.0,496
COL6A2,0.0,497
TMBIM6,0.0,498
COL18A1,0.0,499
CAPNS1,0.0,500
