database,rank,term,p_value,z_score,combined_score,overlap_genes,n_overlap,adj_p_value,gene_list,n_genes_submitted
GO_Biological_Process_2023,42,Regulation Of Viral Genome Replication (GO:0045069),0.0005556717726770651,8.16294458229942,61.18398606775132,IFITM3;BST2;SLPI;PABPC1;LTF,5,0.023417596134247747,top200,200
GO_Biological_Process_2023,43,Skin Development (GO:0043588),0.0005949605404203094,8.032967032967033,59.66097044986614,COL1A1;ST14;COL1A2;TXNIP;DHCR24,5,0.02406840868666359,top200,200
GO_Biological_Process_2023,44,Positive Regulation Of Transferase Activity (GO:0051347),0.0005983107244142362,5.244132886315148,38.91880954836676,CD74;HSP90AB1;IGF2;APOA1;CTNNB1;APOE;SORL1,7,0.02406840868666359,top200,200
GO_Biological_Process_2023,45,Positive Regulation Of Vasculature Development (GO:1904018),0.0006244951835763466,6.217757205975174,45.87813776640311,XBP1;GRN;JUP;CHI3L1;EMP2;THBS1,6,0.024563477220669636,top200,200
GO_Biological_Process_2023,46,Positive Regulation Of Cell-Substrate Adhesion (GO:0010811),0.0007253797494594338,7.666666666666667,55.42091690043706,JUP;APOA1;FLNA;EMP2;CALR,5,0.027911351229199955,top200,200
GO_Biological_Process_2023,47,Skeletal System Development (GO:0001501),0.0007634023439664459,5.021017295482741,36.03948311065473,COL1A1;LAMA5;MMP14;COL1A2;GNAS;CHI3L1;RPL13,7,0.028749407421715088,top200,200
GO_Biological_Process_2023,48,Collagen Fibril Organization (GO:0030199),0.0008067730463282587,10.613319011815252,75.59302673955138,COL1A1;COL1A2;COL12A1;SERPINH1,4,0.02974975608335454,top200,200
GO_Biological_Process_2023,49,Regulation Of B Cell Differentiation (GO:0045577),0.0008481701801219675,18.82994923857868,133.17348392535672,XBP1;MMP14;ZFP36L1,3,0.029793541309208266,top200,200
GO_Biological_Process_2023,50,Positive Regulation Of Intracellular Signal Transduction (GO:1902533),0.0008515808227293756,2.841213728089557,20.082880985047673,APP;CD74;HSP90AB1;TFRC;IGF2;THBS1;DCN;BST2;EEF1D;TNFSF10;FLNA;CHI3L1;RPS20;LTF,14,0.029793541309208266,top200,200
GO_Biological_Process_2023,51,Cellular Response To Organic Cyclic Compound (GO:0071407),0.00085845796992634,4.916383777023405,34.71150247258905,JUP;MSN;CTNNB1;ATP1A1;FOLR1;ZFP36L1;HSPA1A,7,0.029793541309208266,top200,200
GO_Biological_Process_2023,52,Response To Unfolded Protein (GO:0006986),0.0009633623018811155,10.081632653061224,70.017755335544,DNAJB1;HSP90AB1;SERPINH1;HSPA1A,4,0.0321726655533882,top200,200
GO_Biological_Process_2023,53,Extracellular Matrix Disassembly (GO:0022617),0.0009633623018811155,10.081632653061224,70.017755335544,MMP11;MMP14;GSN;KLK5,4,0.0321726655533882,top200,200
GO_Biological_Process_2023,54,Negative Regulation Of Viral Life Cycle (GO:1903901),0.0009905301969888136,17.721409375933113,122.58377707877821,IFITM3;BST2;GSN,3,0.03246737867907778,top200,200
GO_Biological_Process_2023,55,Positive Regulation Of Gene Expression (GO:0010628),0.0011298411224240144,2.877955776431655,19.52888193319335,APP;CD74;GSN;TFRC;MSN;THBS1;ACTA2;RPS4X;RBM3;KRAS;EIF3E;VIM;HSPA1A,13,0.036037783628484636,top200,200
GO_Biological_Process_2023,56,Cellular Component Disassembly (GO:0022411),0.0011401784650819998,9.60058309037901,65.05902796595161,MMP11;MMP14;GSN;KLK5,4,0.036037783628484636,top200,200
GO_Biological_Process_2023,57,Negative Regulation Of Cellular Component Organization (GO:0051129),0.0011773948684188004,6.835065835065835,46.09876674157659,DNAJB1;HSPA5;APOA1;SORL1;HSPA1A,5,0.036561209071952226,top200,200
GO_Biological_Process_2023,58,Response To Type II Interferon (GO:0034341),0.0012458385137188261,6.743589743589744,45.1007672259829,IFITM3;BST2;CD74;CD47;HLA-DPA1,5,0.037874259389229434,top200,200
GO_Biological_Process_2023,59,Positive Regulation Of Angiogenesis (GO:0045766),0.0012624753129743145,5.388285740352158,35.96508819013522,XBP1;GRN;JUP;CHI3L1;EMP2;THBS1,6,0.037874259389229434,top200,200
GO_Biological_Process_2023,60,Positive Regulation Of Cholesterol Efflux (GO:0010875),0.0013185462203513692,15.854394870424793,105.13406751270358,LRP1;APOA1;APOE,3,0.03861228557544687,top200,200
GO_Biological_Process_2023,61,Regulation Of Protein Catabolic Process (GO:0042176),0.0014348093021821881,5.2481336651262,34.35807909954173,GPX1;ODC1;MSN;FLNA;APOE;SORL1,6,0.03861228557544687,top200,200
GO_Biological_Process_2023,62,Negative Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043154),0.0014462766378052381,8.959183673469388,58.58197746978076,GPX1;IFI6;DHCR24;THBS1,4,0.03861228557544687,top200,200
GO_Biological_Process_2023,63,Regulation Of Metallopeptidase Activity (GO:1905048),0.0014535707837741265,49.98989898989899,326.6206097208578,LRP1;TIMP2,2,0.03861228557544687,top200,200
GO_Biological_Process_2023,64,Regulation Of Osteoclast Development (GO:2001204),0.0014535707837741265,49.98989898989899,326.6206097208578,NOTCH2;LTF,2,0.03861228557544687,top200,200
GO_Biological_Process_2023,65,Positive Regulation Of Amyloid-Beta Clearance (GO:1900223),0.0014535707837741265,49.98989898989899,326.6206097208578,LRP1;APOE,2,0.03861228557544687,top200,200
GO_Biological_Process_2023,66,Regulation Of Cell Migration (GO:0030334),0.0014643443157186704,2.9310275284864376,19.12890477727267,COL1A1;BST2;CD74;XBP1;MMP14;GRN;HSPA5;LMNA;FLNA;ACTN4;SORL1;THBS1,12,0.03861228557544687,top200,200
GO_Biological_Process_2023,67,"Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900151)",0.0015052246919242,15.060913705583756,97.87806321199126,CSDE1;PABPC1;ZFP36L1,3,0.03861228557544687,top200,200
GO_Biological_Process_2023,68,Cholesterol Efflux (GO:0033344),0.0015052246919242,15.060913705583756,97.87806321199126,NPC2;APOA1;APOE,3,0.03861228557544687,top200,200
GO_Biological_Process_2023,69,"Positive Regulation Of mRNA Splicing, Via Spliceosome (GO:0048026)",0.0015052246919242,15.060913705583756,97.87806321199126,RBM3;NCL;PRDX6,3,0.03861228557544687,top200,200
GO_Biological_Process_2023,70,Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043281),0.0015493286238675698,6.40084388185654,41.413034821344716,GPX1;TNFSF10;IFI6;DHCR24;THBS1,5,0.03917588091779426,top200,200
GO_Biological_Process_2023,71,Response To Cytokine (GO:0034097),0.0016245281501544254,5.115048081088105,32.85159003068434,IFITM3;BST2;APP;CD74;TIMP2;CHI3L1,6,0.04014469373816487,top200,200
GO_Biological_Process_2023,72,Positive Regulation Of Amide Metabolic Process (GO:0034250),0.001633004491043995,6.32051282051282,40.560840018013536,RBM3;RPS4X;EIF3E;VIM;THBS1,5,0.04014469373816487,top200,200
GO_Biological_Process_2023,73,Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900024),0.0016795486223000733,8.577073382544507,54.800896273673075,APOA1;FLNA;ACTN4;CALR,4,0.04017298731717743,top200,200
GO_Biological_Process_2023,74,Receptor Internalization (GO:0031623),0.0016795486223000733,8.577073382544507,54.800896273673075,TFRC;LRP1;CD9;AP2M1,4,0.04017298731717743,top200,200
GO_Biological_Process_2023,75,Iron Ion Transport (GO:0006826),0.0017076659731305678,14.343002175489485,91.40261395182883,TFRC;CP;LTF,3,0.0403009169658814,top200,200
GO_Biological_Process_2023,76,Positive Regulation Of B Cell Activation (GO:0050871),0.0018054466882107389,8.39795918367347,53.04946512994202,CD74;MMP14;XBP1;TFRC,4,0.042047903133329054,top200,200
GO_Biological_Process_2023,77,Positive Regulation Of Multicellular Organismal Process (GO:0051240),0.0018479082591347342,3.0066419002589218,18.922904984932334,COL1A1;MUC1;XBP1;LRP1;NUMA1;RPS19;PAX8;GNAS;CTNNB1;APOE;SORL1,11,0.042477891151538695,top200,200
GO_Biological_Process_2023,78,Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123),0.001936040449133723,4.238341968911917,26.477390180872085,BST2;CD74;TFRC;EEF1D;TNFSF10;FLNA;LTF,7,0.04341518941500279,top200,200
GO_Biological_Process_2023,79,Negative Regulation Of Viral Genome Replication (GO:0045071),0.001937740092534023,8.226155768429821,51.382484683548725,IFITM3;BST2;SLPI;LTF,4,0.04341518941500279,top200,200
GO_Biological_Process_2023,80,Positive Regulation Of CoA-transferase Activity (GO:1905920),0.0020216133697869413,39.98989898989899,248.09171029141777,APOA1;APOE,2,0.04363726420149861,top200,200
GO_Biological_Process_2023,81,Regulation Of Cdc42 Protein Signal Transduction (GO:0032489),0.0020216133697869413,39.98989898989899,248.09171029141777,APOA1;APOE,2,0.04363726420149861,top200,200
GO_Biological_Process_2023,82,Regulation Of CoA-transferase Activity (GO:1905918),0.0020216133697869413,39.98989898989899,248.09171029141777,APOA1;APOE,2,0.04363726420149861,top200,200
GO_Biological_Process_2023,83,Protein Localization To Cell Surface (GO:0034394),0.0021616710096346928,13.094460384021188,80.35905008065508,FLNA;CTNNB1;EMP2,3,0.046098285386185614,top200,200
GO_Biological_Process_2023,84,Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122),0.0023852070536615763,3.6413690476190474,21.988295362262978,BST2;CD74;TFRC;EEF1D;TNFSF10;FLNA;SQSTM1;LTF,8,0.04948711129294729,top200,200
GO_Biological_Process_2023,85,Chaperone Cofactor-Dependent Protein Refolding (GO:0051085),0.002414105915085408,12.548223350253807,75.62094298941223,DNAJB1;HSPA5;HSPA1A,3,0.04948711129294729,top200,200
GO_Biological_Process_2023,86,Positive Regulation Of Developmental Process (GO:0051094),0.0024493267780889816,3.625,21.793290027816894,XBP1;HSP90AB1;TFRC;NUMA1;CTNNB1;APOE;SORL1;DCN,8,0.04948711129294729,top200,200
GO_Biological_Process_2023,87,Cellular Response To Hormone Stimulus (GO:0032870),0.002542525470465763,5.678766925957937,33.928346180368806,XBP1;PAX8;ATP1A1;ZFP36L1;HSPA1A,5,0.04948711129294729,top200,200
GO_Biological_Process_2023,88,Regulation Of Nephron Tubule Epithelial Cell Differentiation (GO:0072182),0.0026777674677022855,33.323232323232325,197.36590289038227,PAX8;CTNNB1,2,0.04948711129294729,top200,200
GO_Biological_Process_2023,89,Regulation Of Protein Localization To Early Endosome (GO:1902965),0.0026777674677022855,33.323232323232325,197.36590289038227,MSN;SORL1,2,0.04948711129294729,top200,200
GO_Biological_Process_2023,90,Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903555),0.0026777674677022855,33.323232323232325,197.36590289038227,CD47;LTF,2,0.04948711129294729,top200,200
GO_Biological_Process_2023,91,Skin Morphogenesis (GO:0043589),0.0026777674677022855,33.323232323232325,197.36590289038227,COL1A1;COL1A2,2,0.04948711129294729,top200,200
GO_Biological_Process_2023,92,Modification-Dependent Macromolecule Catabolic Process (GO:0043632),0.0026777674677022855,33.323232323232325,197.36590289038227,RPS27A;UBA52,2,0.04948711129294729,top200,200
GO_Biological_Process_2023,93,Negative Regulation Of Long-Term Synaptic Potentiation (GO:1900272),0.0026777674677022855,33.323232323232325,197.36590289038227,APP;APOE,2,0.04948711129294729,top200,200
GO_Biological_Process_2023,94,Positive Regulation Of Protein Localization To Early Endosome (GO:1902966),0.0026777674677022855,33.323232323232325,197.36590289038227,MSN;SORL1,2,0.04948711129294729,top200,200
GO_Biological_Process_2023,95,Positive Regulation Of Protein Localization To Endosome (GO:1905668),0.0026777674677022855,33.323232323232325,197.36590289038227,MSN;SORL1,2,0.04948711129294729,top200,200
GO_Biological_Process_2023,96,Positive Regulation Of mRNA Processing (GO:0050685),0.0026840467141937513,12.045685279187817,71.31563234569973,RBM3;NCL;PRDX6,3,0.04948711129294729,top200,200
MSigDB_Hallmark_2020,1,Epithelial Mesenchymal Transition,3.4503964902773203e-19,15.204545454545455,646.354769915014,NOTCH2;TAGLN;LRP1;IGFBP4;COL12A1;IGFBP2;THBS2;FSTL1;SAT1;THBS1;DCN;COL1A1;ACTA2;MMP14;COL1A2;COL4A2;ANPEP;MGP;SERPINH1;FLNA;COL6A3;TGFBI;VIM;MYL9,24,1.6216863504303406e-17,top200,200
MSigDB_Hallmark_2020,2,Apoptosis,8.834399129086195e-09,9.230958230958231,171.18454564710808,IFITM3;APP;GPX1;GSN;SAT1;DCN;LMNA;TNFSF10;PPT1;TIMP2;TXNIP;CTNNB1;SQSTM1,13,2.0760837953352558e-07,top200,200
MSigDB_Hallmark_2020,3,UV Response Up,5.675964781599593e-07,7.781125148472087,111.90701437283937,DNAJB1;MMP14;TFRC;EPCAM;IGFBP2;RPN1;PPT1;FOS;ALDOA;JUNB;SQSTM1,11,8.89234482450603e-06,top200,200
MSigDB_Hallmark_2020,4,Coagulation,1.300838878511509e-06,8.088815789473685,109.62368577790797,MMP11;MMP14;GSN;C1S;LRP1;APOA1;CD9;A2M;PRSS23;THBS1,10,1.528485682251023e-05,top200,200
MSigDB_Hallmark_2020,5,Myc Targets V1,5.688996854924951e-06,6.039052658100277,72.93349778920441,YWHAE;HSP90AB1;SNRPD2;RPL34;RPLP0;ODC1;UBA2;NAP1L1;HNRNPC;PABPC1;EIF4G2,11,5.347657043629454e-05,top200,200
MSigDB_Hallmark_2020,6,mTORC1 Signaling,3.4600949670423796e-05,5.43213296398892,55.79685681599258,XBP1;TFRC;HSPA5;RPN1;SERPINH1;CD9;DHCR24;CALR;ALDOA;SQSTM1,10,0.0002323206620728455,top200,200
MSigDB_Hallmark_2020,7,p53 Pathway,3.4600949670423796e-05,5.43213296398892,55.79685681599258,APP;LDHB;ST14;RPL36;TXNIP;FOS;SAT1;NDRG1;RPS12;ZFP36L1,10,0.0002323206620728455,top200,200
MSigDB_Hallmark_2020,8,Protein Secretion,5.059661151459745e-05,8.032659952261746,79.45606763154184,ARF1;PPT1;GNAS;ATP1A1;ERGIC3;AP2M1;ATP6V1B1,7,0.00029725509264826,top200,200
MSigDB_Hallmark_2020,9,Hypoxia,0.00019001668226546373,4.837614100490667,41.45060631295679,HSPA5;HDLBP;MIF;FOS;TGFBI;ALDOA;CP;NDRG1;DCN,9,0.0007442320055397329,top200,200
MSigDB_Hallmark_2020,10,Estrogen Response Late,0.00019001668226546373,4.837614100490667,41.45060631295679,XBP1;ST14;IGFBP4;SCNN1A;CD9;EMP2;FOS;PRSS23;LTF,9,0.0007442320055397329,top200,200
MSigDB_Hallmark_2020,11,Myogenesis,0.00019001668226546373,4.837614100490667,41.45060631295679,EIF4A2;COL1A1;APP;TAGLN;GSN;COL4A2;COL6A3;IGFBP7;AGRN,9,0.0007442320055397329,top200,200
MSigDB_Hallmark_2020,12,Complement,0.00019001668226546373,4.837614100490667,41.45060631295679,MMP14;COL4A2;HSPA5;C1S;LRP1;TIMP2;CP;HSPA1A;LTF,9,0.0007442320055397329,top200,200
MSigDB_Hallmark_2020,13,Interferon Alpha Response,0.00043082901286403295,6.698425286054152,51.91145138175452,IFITM3;BST2;CD74;C1S;TXNIP;CD47,6,0.0015576125849699654,top200,200
MSigDB_Hallmark_2020,14,IL-2/STAT5 Signaling,0.0009042939507854836,4.277705061082025,29.97968028880589,IFITM3;XBP1;MUC1;ODC1;TNFSF10;LRIG1;NDRG1;PLEC,8,0.0029267075793617263,top200,200
MSigDB_Hallmark_2020,15,Estrogen Response Early,0.0009340556104345935,4.255208333333333,29.684225172013964,XBP1;MUC1;IGFBP4;SCNN1A;KRT8;LRIG1;FOS;PRSS23,8,0.0029267075793617263,top200,200
MSigDB_Hallmark_2020,16,Fatty Acid Metabolism,0.0010764928571620567,4.719589609854854,32.25389663123081,ECH1;ODC1;DHCR24;MIF;ALDOA;GLUL;PRDX6,7,0.0031621977679135416,top200,200
MSigDB_Hallmark_2020,17,Interferon Gamma Response,0.004067400402162354,3.684635829149776,20.28300352206346,IFITM3;BST2;CD74;C1S;TNFSF10;TXNIP;TAPBP,7,0.010620434383423926,top200,200
MSigDB_Hallmark_2020,18,Glycolysis,0.004067400402162354,3.684635829149776,20.28300352206346,HSPA5;HDLBP;MIF;TGFBI;ALDOA;AGRN;DCN,7,0.010620434383423926,top200,200
MSigDB_Hallmark_2020,19,Reactive Oxygen Species Pathway,0.012951499605550441,6.539615978812624,28.42472661929245,PRDX2;JUNB;PRDX6,3,0.03203792007688794,top200,200
MSigDB_Hallmark_2020,20,Mitotic Spindle,0.015151192505367015,3.141979595107099,13.163876618045636,NOTCH2;YWHAE;GSN;NUMA1;FLNA;ACTN4,6,0.03310079848846099,top200,200
MSigDB_Hallmark_2020,21,Apical Junction,0.015493990781832804,3.1256244021681368,13.025424015927582,JUP;MSN;ACTN4;TGFBI;MYL9;MYL12B,6,0.03310079848846099,top200,200
MSigDB_Hallmark_2020,22,Allograft Rejection,0.015493990781832804,3.1256244021681368,13.025424015927582,CD74;RPS9;RPS19;FLNA;CD47;TAPBP,6,0.03310079848846099,top200,200
MSigDB_Hallmark_2020,23,TGF-beta Signaling,0.016816102196470534,5.896984174380412,24.09164757699128,CTNNB1;JUNB;THBS1,3,0.03436333927104848,top200,200
MSigDB_Hallmark_2020,24,Androgen Response,0.018073322130463105,4.188775510204081,16.81088959163861,KRT8;DHCR24;SAT1;NDRG1,4,0.03539358917215691,top200,200
MSigDB_Hallmark_2020,25,Pperoxisome,0.020556458565384676,4.020408163265306,15.617597552926842,CRABP2;ECH1;DHCR24;PABPC1,4,0.03833818528813848,top200,200
MSigDB_Hallmark_2020,26,PI3K/AKT/mTOR  Signaling,0.021208357818970226,3.980400080824409,15.337914209660529,ARF1;CALR;SQSTM1;AP2M1,4,0.03833818528813848,top200,200
MSigDB_Hallmark_2020,27,Unfolded Protein Response,0.02688001683194322,3.686762778505898,13.332706188429968,EIF4A2;XBP1;HSPA5;CALR,4,0.04679114041116042,top200,200
